index,tag,,Categories,Operator,Address,Area Covered,Phone #,Main Web address,2nd web address,Email addresses,Information,Opening times,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Junction Surgery,"346, Grimshaw Lane, Middleton Junction, Middleton",Middleton,0161 655 7478 press 4,www.junctionsurgery.nhs.uk,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Alkrington Health Centre,"Kirkway, Alkrington, Middleton",Middleton,0161 655 7478 press 3,www.junctionsurgery.nhs.uk,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,The Family Practice,"133. Bowness Road, Langley Middleton",Middleton,0161 643 4459,waiting for BARDOC,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Windermere Surgery,"109 - 111,  Windermere Road, Langley, Middleton",Middleton,0161 667 6609,www.windermereroadsurgery.co.uk,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Middleton Health Centre,"1st Floor, Middleton Shopping Centre",Middleton,0161 655 7434,www.middletonhealthcentre.org.uk,,,,,,,,,,,,,,
gp,,,The Hub,HMR CCG,"Middleton Health Centre, 1st Floor, Middleton Shopping Centre","Heywood, Middleton, Rochdale",0161 763 8292,,,,"Not a ""Walk-in"" service.  Book appointments via you GP",Mon - Fri 6.30pm - 9pm / Sat & bank hols 8am - 6pm / Sun 10am - 1pm,,,,,,,,,,
gp,,,The Hub,HMR CCG,"Birle View, Heywood","Heywood, Middleton, Rochdale",0161 763 8292,,,,"Not a ""Walk-in"" service.  Book appointments via you GP",Mon - Fri 6.30pm - 9pm / Sat & bank hols 8am - 6pm / Sun 10am - 1pm,,,,,,,,,,
gp,,,The Hub,HMR CCG,"Kingsway, Rochdale  ( on Morrison's Car Park )","Heywood, Middleton, Rochdale",0161 763 8292,,,,"Not a ""Walk-in"" service.  Book appointments via you GP",Mon - Fri 6.30pm - 9pm / Sat & bank hols 8am - 6pm / Sun 10am - 1pm,,,,,,,,,,
gp,,,The Hub,HMR CCG,Littleborough Health Centre,"Heywood, Middleton, Rochdale",0161 763 8292,,,,"Not a ""Walk-in"" service.  Book appointments via you GP",Mon - Fri 6.30pm - 9pm / Sat & bank hols 8am - 6pm / Sun 10am - 1pm,,,,,,,,,,
health,,,Epilepsy,Burnside Community Centre,"Burnside Crescent,  Langley, Middleton","Heywood, Middleton, Rochdale",0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,,,,,,,,,,,,
health,,,Expert Patient Programme,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 655 1454 or 01706 676315,,,,7 week course for people living with long term illness or their carers,,,,,,,,,,,
health,help,,Falls Service,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 837 193,www.penninecare/nhs.net,www.nhs.uk,,People at risk of falling at home.  Assessment for equipment and help,,,,,,,,,,,
health,,,Family Nursing Partnership,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 5918,www.penninecare/nhs.net,www.nhs.uk,,"Woman under 20, midwifery services",,,,,,,,,,,
health,help,,Hospital Discharge & After care,Royal Voluntary Services,"in the Lighthouse Project, 2nd Fl, Middleton Shopping Centre","Heywood, Middleton, Rochdale",0161 871 2011,www.royalvoluntaryservices.org.uk,,manchesterhub@royalvoluntaryservice.org.uk,Middleton on 0774 710 1640,Mon - Fri   9 - 5,,,,,,,,,,
health,help,,Hospital Discharge & After care,Royal Voluntary Services,"in the Lighthouse Project, 2nd Fl, Middleton Shopping Centre","Heywood, Middleton, Rochdale",0161 871 2011,www.royalvoluntaryservices.org.uk,,manchesterhub@royalvoluntaryservice.org.uk,Middleton on 0774 710 1640,Mon - Fri   9 - 5,,,,,,,,,,
health,,,Occupational Therapy,Susan Pattison Therapy Services,"34 Bolton Street, Bury","Heywood, Middleton, Rochdale",0161 764 3799,www.sptherapyservices.co.uk/,www.neurologicalphtsio.co.uk,,,,,,,,,,,,,
health,,,Physiotherapy,David Roberts Physiotherapist,49 - 51 Mount Road Middleton,"Heywood, Middleton, Rochdale",0161 653 5853,www.davidrobertsphysio.co.uk,,,,,,,,,,,,,,
health,,,Physiotherapy,Susan Pattison Therapy Services,"34 Bolton Street, Bury","Heywood, Middleton, Rochdale",0161 764 3799,www.sptherapyservices.co.uk/,,,,,,,,,,,,,,
health,sex,,Sexual Health,Living Well,"Big Life,  Lock 50, Oldham Road, Rochdale","Heywood, Middleton, Rochdale",01706 751 190,www.rochdale.gov.uk/health_and_wellbeing.aspx,,,Advice & Support,,,,,,,,,,,
health,child,,Sexual Health & Contraception Service,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 460,www.penninecare/nhs.net,www.nhs.uk,,Advice & Support upto 20 years old,,,,,,,,,,,
health,sex,,Sexual Health & Contraception Service,Virgin Care,"Langley Clinic, Borrowdale Road, Langley, Middleton","Heywood, Middleton, Rochdale",0300 303 8565,www.virgincare.co.uk,,,,,,,,,,,,,,
hosp,,,Hospitals,North Manchester General Hospital,"Delaunys Road, Crumpsall, Manchester",Greater Manchester,0161 795 4567,,,,Hospital with limited A & E,,,,,,,,,,,
hosp,,,Hospitals,Rochdale Infirmary,"Whitehall Street, Rochdale",Greater Manchester,01706 377 777,,,,Hospital with 24hr Urgent Care but no A & E,24 hour service,,,,,,,,,,
hosp,,,Hospitals,Royal Oldham Hospital,"Rochdale Road, Oldham",Greater Manchester,0161 624 0420,,,,Hospital with A & E,24 hour service,,,,,,,,,,
hosp,,,Hospitals,Manchester Royal Infirmary,"Grafton Street, Manchester",Greater Manchester,0161 276 1234,,,,Hospital with A & E,24 hour service,,,,,,,,,,
hosp,,,Hospitals,Royal Manchester Children's Hospital,"Oxford Road, Hathersage Road. Manchester",Greater Manchester,0161 276 1234,,,,Children Hospital,,,,,,,,,,,
hosp,,,Hospitals,Manchester Royal Eye Hospital,"Oxford Road, Hathersage Road. Manchester",Greater Manchester,0161 276 1234,,,,Eye Hospital,,,,,,,,,,,
hosp,,,Hospitals,St Mary's Hospital   Manchester,Hathersage Road. Manchester,Greater Manchester,0161 276 1234,,,,Maternity Hospital,,,,,,,,,,,
hosp,,,Hospitals,Salford Royal Infirmary,"Stott Lane, Salford",Greater Manchester,0161 789 7373,,,,Hospital with A & E,24 hour service,,,,,,,,,,
hosp,,,Hospitals,Fairfield Hospital,"Rochdale Old Road, Fairfield, Bury",Greater Manchester,0161 764 6081,,,,Hospital with A & E,24 hour service,,,,,,,,,,
hosp,,,Hospitals,University Dental Hospital of Manchester,"Cambridge Street, Manchester",Greater Manchester,0161 275 6666,,,,Dental Hospital,,,,,,,,,,,
hosp,,,Hospital's List,NHS Choices,,Nationwide,111,www.nhs.uk,,,,,,,,,,,,,,
hosp,,,NHS services and complaints,CQC  ( Care Quality Commission ),,Nationwide,,,,,,,,,,,,,,,,
hosp,,,NHS services and complaints,Healthwatch Rochdale,"Unique Enterprise Centre, Belfield Road, Rochdale","Heywood, Middleton & Rochdale",01706 249 575,www.healthwatchrochdale.org.uk,,,,,,,,,,,,,,
it,,,Computer training. ,SEE   I.T. Learning,,,,,,,,,,,,,,,,,,
it,,,Digital Champions.  See IT Learning,SEE   I.T. Learning,,,,,,,,,,,,,,,,,,
it,,,IT Learning,Burnside Community Centre,"Burnside Crescent, Langley, Middleton","Heywood, Middleton, Rochdale",0161 643 5775,http://www.burnsidecentre.org.uk/,,burnsidecentre@btconnect.com,,8am to 4pm Mon to Fri,,,,,,,,,,
it,,,IT Learning,Demesne Community Centre,"Asby Drive, Langley, Middleton","Heywood, Middleton, Rochdale",0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,8am to 4.30pm Mon to Fri,,,,,,,,,,
it,,,IT Learning,Digital Champion,Libraries across the borough,"Heywood, Middleton, Rochdale",01706 925 939,www.rochdale.gov.uk ,,,Libraries across the borough,,,,,,,,,,,
it,,,IT Learning,Hopwood College,"Rochdale Road, Middleton","Heywood, Middleton, Rochdale",0161 643 7530,www.hopwood.ac.uk,,,,,,,,,,,,,,
it,,,IT Learning,Rochdale Training,"1 Fishwick Street, Rochdale",,01706 631 417,www.rochdaletraining.co.uk,,,,,,,,,,,,,,
it,,,IT Learning,CVS via Pride Media,"Asby Drive, Langley, Middleton","Heywood, Middleton, Rochdale",0161 643 6366,http://demesnecommunitycentre.org.uk/,,,,,,,,,,,,,,
it,,,IT Learning,Mantra Learning,Greengate Middleton m24 1RU,,0161 653 5767,www.mantralearning.co.uk,,,Lots of training courses,7.45 - 6pm,,,,,,,,,,
it,,,IT Learning,RBH Rochdale Borough Housing,"St Alban's House, Drake Street, Rochdale","Heywood, Middleton, Rochdale",0800 027 7769,www.rbh.org.uk,,customerexperience@rbh.org.uk,,9 til 5pm Mon to Fri,,,,,,,,,,
it,,,IT Learning,Rochdale Libraries,"Riverside One, Smith Street, Rochdale","Heywood, Middleton, Rochdale",0300 303 8876,rochdale.gov.uk/libraries,,,All ages,,,,,,,,,,,
it,,,IT Learning,Rochdale Libraries,"Middleton Library,  Long Street, Middleton","Heywood, Middleton, Rochdale",01706 925 939,www.rochdale.gov.uk,,,Beginners,,,,,,,,,,,
it,,,IT Learning,Rochdale Libraries,"Langley Library, Windermere Road, Langley, Middleton","Heywood, Middleton, Rochdale",0161 654 8911,langley.library@rochdale.gov.uk,,,Learn with your equip. Beginners to Silver Sufers,Mon / Tue 10 - 12,,,,,,,,,,
it,,,IT Learning,Rochdale Libraries,"Alkrington Library, Kirkway, Alkrington, Middleton","Heywood, Middleton, Rochdale",01706 925 939,www.rochdale.gov.uk,,,,,,,,,,,,,,
it,,,IT Learning,Rochdale Libraries,"Junction Library, Grimshaw Lane, Middleton","Heywood, Middleton, Rochdale",01706 925 939,www.rochdale.gov.uk,,,,,,,,,,,,,,
it,,,IT Learning,UK Online,,Nationwide,,www.ukonlinecentres.com,,,Online,,,,,,,,,,,
job,,,Employment & Training Support,Riverside Housing Association,"Lingmell Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appoitment only. Phone 0345 111 0000 open 24hrs,Appointments only,,,,,,,,,,
job,,,Healthy Workplace Initiative,Link4Life & Healthy Workplace Team,,"Heywood, Middleton, Rochdale",0161 662 4200,www.link4life.org,,healthy.workforce@link4life.org,Delivering services in your workplace,,,,,,,,,,,
job,,,Jobseekers / CVs  & Mock Interviews,Langley Library,Windermere Road  Langley Middleton,"Heywood, Middleton, Rochdale",0161 654 8911,langley.library@rochdale.gov.uk,,,One to One and group sessions available,Mon 10 - 12,,,,,,,,,,
job,,,Jobseekers help,Burnside Community Centre,"Burnside Crescent, Langley, Middleton","Heywood, Middleton, Rochdale",0161 643 5775,burnsidecentre@btconnect.com ,,burnsidecentre@btconnect.com,,,,,,,,,,,,
job,,,Jobseekers help,Demesne Community Centre,"Asby Drive,  Langley, Middleton",Middleton,0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,,,,,,,,,,,
job,,,Jobseekers help,Riverside Housing Association,"Lingmell Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appoitment only. Phone 0345 111 0000 open 24hrs,Appointments only,,,,,,,,,,
job,,,Jobseekers help,The Lighthouse Project,2nd Floor Middleton Shopping Centre,across North Manchester,0161 643 1163,www.lighthouseproject.org.uk,,info@lighthouseproject.org.uk,,Mon - Fri,,,,,,,,,,
job,,,Jobseekers Help,Universal Credit,Government online website,Nationwide,,www.gov.uk/apply-universal-credit,www.dailyjobseeker.tumblr.com,www.gov.uk/openingupwork,UNIVERSAL CREDIT,,,,,,,,,,,
job,,,Work Clubs,Rochdale Council via Big Life,Community Champions,"Heywood, Middleton, Rochdale",01706 751 190,comminity.champions@rochdale.gov.uk,,comminity.champions@rochdale.gov.uk,Job advice and help,,,,,,,,,,,
job,,,Work Clubs,Burnside Community Centre,Burnside Crescent Langley Middleton,Middleton,0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,,,,,,,,,,,,
job,,,Work Clubs,Demesne Community Centre,"Asby Drive, Langley, Middleton",Middleton,0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,,,,,,,,,,,
job,,,Work Clubs,The Lighthouse Project,2nd Fl  Middleton Shopping Centre,across North Manchester,0161 643 1163,www.lighthouseproject.org.uk,,info@lighthouseproject.org.uk,,,,,,,,,,,,
life,Social,,Arts & Crafts,Burnside Community Centre,Burnside Crescent  Langley  Middleton,Middleton,0161 643 5775,burnsidecentre@btconnect.com ,,burnsidecentre@btconnect.com,,,,,,,,,,,,
life,Social,,Arts & Crafts,Demesne Community Centre,Asby Drive  Langley  Middleton,Middleton,0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,,,,,,,,,,,
life,Social,,Arts & Crafts,The Lighthouse Project,2nd Floor  Middleton Shopping Centre,Middleton,0161 643 1163,www.lighthouseproject.org.uk,,,,,,,,,,,,,,
life,Social,,Dance Classes,Burnside Community Centre,"Burnside Crescent, Langley, Middleton",Middleton,0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,,,,,,,,,,,,
life,Social,,Dance Classes,Middleton Arena,"LCpl Joel Halliwell VC Way, Middleton","Heywood, Middleton, Rochdale",0161 662 4000,http://link4life.org/,,email@getactive@link4life.org,,,,,,,,,,,,
life,Social,,Dance Classes,Langley Theatre Workshop,"Burnside Crescent, Langley,  Middleton",Middleton,0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,,,,,,,,,,,,
life,Social,,Family History / Your Ancestry,Langley Library,Windermere Road  Langley Middleton,Heywood Middleton & Rochdale,0161 654 8911,langley.library@rochdale.gov.uk,,,One to One and group sessions available,Mon & Tues 10 - 12,,,,,,,,,,
life,Social,,Family History / Your Ancestry,Middleton Library,"Long Street, Middleton",Heywood Middleton & Rochdale,01706 927 101,middleton.library@rochdale.gov.uk,,,One to One service available on request,Group session Thur 10 -12,,,,,,,,,,
life,Social,,Gardening,Status4All,157 Windermere Road  Langley Middleton M24 5NQ,Middleton,0776 782 0987,www.status4all.co.uk,,,,,,,,,,,,,,
life,Social,,Gardening,Circle,,,01706 751 165,www.hmrcircle.org.uk,,hello@hmrcircle.org.uk,,,,,,,,,,,,
life,,,"Health, Wellbeing & Entertainment services",Link4Life,,"Heywood, Middleton, Rochdale",0161 662 4000,,,,,,,,,,,,,,,
life,,,Healthy Weight Team,Living Well / Pennine Acute,,"Heywood, Middleton, Rochdale",01706 901 822,,,,Advice and Support,,,,,,,,,,,
life,,,Healthy Weight Team,Rochdale Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton, Rochdale",01706 901 763,www.rochdale.gov.uk/healthyweight,,,,,,,,,,,,,,
life,,,Holistic Healthy Lifestyles,Living Well with Pennine Acute,"Big Life,  Lock 50, Oldham Road, Rochdale","Heywood, Middleton, Rochdale",01706 751 190,,,,"Impoving lifestyle, Stop smoking, Healthy Wieght, Staring exercises",,,,,,,,,,,
life,,,Holistic Healthy Lifestyles,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 901 822,www.penninecare/nhs.net,www.nhs.uk,,"Sexual Health, Help, advice & support on these and more",,,,,,,,,,,
life,Social,,Let's Just Dance,Demesne Community Centre,"Asby Drive, Langley, Middleton",Middleton,07828 455 521,,,info@tracingsteps.com,Aimed at people with Dementia.  Speak to Joanne,Tues 1.30 - 2.30,,,,,,,,,,
life,Social,,Middleton Us Girls Dance,CH Dance,,,07710 745 702,,,,Contact Carrie Hanson,,,,,,,,,,,
life,,,Self Improvement & Wellbeing,Recovery Republic,63 -65 York St Heywood,"Heywood, Middleton, Rochdale",01706 622 722,,,info@recoveryrepublic.co.uk,,,,,,,,,,,,
life,Social,,Tap Dancing,Stanycliffe Community Centre,"Stannycliffe Lane, Boarshaw,  Middleton",Middleton,0161 643 2276,,,,,,,,,,,,,,,
life,Social,,Zumba Classes,Burnside Community Centres,"Burnside Crescent, Langley, Middleton",Middleton,0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,,,,,,,,,,,,
life,Social,,Zumba Classes,Junction Community Centres,"Grimshaw Lane, Middleton",Middleton,0161 643 3036,,,,,,,,,,,,,,,
mental,,,Depression,CALM  campaign against living miserably,,Nationwide,0800 58 58 58,www.thecalmzone.net/,,,For young men,,,,,,,,,,,
mental,,,Harm Minimisation,Stay Safe,11 - 14 St Chads Crt  Church Ln  Rochdale,"Heywood, Middleton, Rochdale",01706 676 518,www.rochdale.gov.uk,,,,,,,,,,,,,,
mental,,,Harm Minimisation,Rochdale Community Drug Team,13 St Chads Court Rochdale,"Heywood, Middleton, Rochdale",01706 656 518,www.rochdale.gov.uk,,,,,,,,,,,,,,
mental,,,Harm Minimisation,Stay Safe,11 - 14 St Chads Crt  Church Ln  Rochdale,"Heywood, Middleton, Rochdale",01706 676 518,,,,,,,,,,,,,,,
mental,,,Mens Health,NHS Choices,,Nationwide,111,www.nhs.uk,,,,,,,,,,,,,,
mental,,,Mental Health,Mental Health Foundation,London based.,Nationwide,0207 803 1100,www.mentalhealth.org.uk,,,Advice on the website,,,,,,,,,,,
mental,,,Mental Health,MindEd,,Nationwide,,www.minded.org.uk,,,Online help,,,,,,,,,,,
mental,,,Mental Health,MIND Rochdale & District,"3 - 11 Drake Street,  Rochdale","Heywood, Middleton, Rochdale",01706 752 338,www.rochdalemind.org.uk,,info@rochdalemind.org.uk,,,,,,,,,,,,
mental,,,Mental Health,MIND Rochdale & District,"3 - 11 Drake Street,  Rochdale","Heywood, Middleton, Rochdale",01706 752 343,info@rochdalemind.org.uk,,,"Taking up sport. ""Get set to go"" project.  Contact Melanie Tilley",,,,,,,,,,,
mental,,,Mental Health,MIND Rochdale & District,83 Yorkshire Street Rochdale,"Heywood, Middleton, Rochdale",01706 861 598,www.mind.org,,,,,,,,,,,,,,
mental,,,Mental Health,Rochdale Borough User Forum,142 Drake Street Rochdale,"Heywood, Middleton, Rochdale",01706 521 279,www.rbuf.org.uk,,,Let's talk about mental health,,,,,,,,,,,
mental,,,Mental Health,Rethink,Birmingham,Nationwide,0300 5000 927,www.rethink.org/about-us/our-mental-health-advice/crisis-contacts,,,Let's talk about mental health,,,,,,,,,,,
mental,,,Mental Health,Rethink,Birmingham,Nationwide,0121 552 7007,www.rethink.org,,,General Enquiries,,,,,,,,,,,
mental,,,Mental Health,Young Minds,,Nationwide,0808 802 5544,www.youngminds.org.uk,,,Help.    Mental health services,,,,,,,,,,,
mental,,,Mental Health,Sane,,Nationwide,0845 676 8000,www.sane.org.uk,,,,6am to 11pm daily,,,,,,,,,,
mental,,,Mental Health,Samaritans,"Knowsley Street, Bury",Nationwide,116 123,www.samaritans.org,,,Also on 08457 90 90 90,open 24 hours a day,,,,,,,,,,
mental,,,Mental Health Advice & Help,The Angel Project,"Your Hub, Lakeland Court, Wood Street, Langley, Middleton",Middleton,0161 637 4010,,,angel.project@yahoo.co.uk,,,,,,,,,,,,
mental,,,Mental Health Advice & Help,Compleat Internet Café,Unit 5 - 6 Midway House off Fountain St. Middleton,Middleton,0161 653 5278,www.alzheimers.org.uk,,compleat2@btconnect.com,,,,,,,,,,,,
mental,,,Mental Health Advice & Help,Milnrow Café Social Group,"Butterworth Hall, New Street, Milnrow","Heywood, Middleton, Rochdale",0161 342 0797,www.alzheimers.org.uk,01706 357 785,michaeltomlinson@btinternet.com,Contact Mike Thompson on 07582 954 228,1st Tue of month 1.30 to 3.30,,,,,,,,,,
mental,,,Mental Health Crisis,Pennine Care NHS Foundation Trust,"Birch Hill Hospital,  Birch Road, Rochdale","Heywood, Middleton, Rochdale",01706 676100,www.penninecare.nhs.uk/your-services/services-directory/,,,,7 days a week 8am - 9pm,,,,,,,,,,
mental,,,Open Mind Gateway,Rochdale MIND,"3 - 11 Drake Street,  Rochdale","Heywood, Middleton, Rochdale",01706 752 338,www.rochdalemind.org.uk,,info@rochdalemind.org.uk,,,,,,,,,,,,
mental,,,Self Harm,Selfharm UK,,Nationwide,,www.selfharm.co.uk,,,ONLINE support,,,,,,,,,,,
mental,,,Suicide Intervention,Mental Health Foundation,London,Nationwide,0207 803 1100,www.mentalhealth.org.uk,,,Website Advice,,,,,,,,,,,
mental,,,Suicide.,Samaritans,"Knowsley Street, Bury",Nationwide,116 123,www.samaritans.org,,,Also on 08457 90 90 90,open 24 hours a day,,,,,,,,,,
mental,,,Suicide.,MIND,"3 - 11 Drake Street,  Rochdale","Heywood, Middleton, Rochdale",01706 752 338,www.rochdalemind.org.uk,,info@rochdalemind.org.uk,Also 0300 123 3393 or 0800 107 0729,,,,,,,,,,,
mental,,,Suicide.,Papyrus,,Nationwide,0800 068 41 41,www.papyrus-uk.org,,admin@papyrus-uk.org,Helpline for children,10-10 M-F / Sat 2-10 / Sun 2- 5,,,,,,,,,,
mental,,,Support for anyone in distress,Samaritans,"Knowsley Street, Bury",Nationwide,116 123,www.samaritans.org,,,Also on 08457 90 90 90,open 24 hours a day,,,,,,,,,,
mental,,,Supported Recovery,Pathways,"Rochdale Council, Number One, Riverside, Smith Street, Rochdale","Heywood, Middleton, Rochdale",01706 924 883,www.rochdale.gov.uk,,,Recovery from drug & alcohol misuse,,,,,,,,,,,
money,,,Debt Problems,National Debtline,"HQ: Edgbaston, Birmingham",Nationwide,0808 808 4000,www.nationaldebtline.org,,,Free advice & Webchat online. 24n hours,Mon - Fri 9 - 8pm / Sat 9.30 - 1pm,,,,,,,,,,
money,,,Debt Problems,Manchester Credit Union,"Riverside Housing, Lingmell Close, Langley, Middleton",Greater Manchester,0161 231 5222,www.manchestercreditunion.co.uk,,,By appointment only on 0345 111 0000 open 24hrs,Appoinment only,,,,,,,,,,
money,,,Debt Problems,Step Change,"Wade House, Merrion Centre, Leeds",Nationwide,0800 138 1111,www.stepchange.org,,,Free advice & Webchat online. 24n hours,,,,,,,,,,,
money,,,Debt Problems,Rochdale Citizen's Advice Bureau,"104 - 106, Drake Street, Rochdale","Heywood, Middleton & Rochdale",0300 330 1153,www.penninewestcab.org.uk/rochdale,,,Free advice. Book for a local appointment in Middleton,,,,,,,,,,,
money,,,Debt Problems,Age UK,"4, Chadderton Precinct, Oldham","Heywood, Middleton & Rochdale",0161 620 5411,www.ageuk.org.uk,,,Free advice. ,Mon - Fri 9 - 5pm,,,,,,,,,,
money,,,Debt Problems,Age UK,12 South Parade Rochdale,"Heywood, Middleton & Rochdale",01706 712515,www.ageuk.org.uk,,,Free advice. ,Mon - Fri 8.45 - 4.30pm,,,,,,,,,,
money,,,Debt Problems,Riverside Housing Association,"Lingmell Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appointment only on 0345 111 0000 open 24hrs,Appoinment only,,,,,,,,,,
money,,,Help With Rent,Help With Rent,,"Heywood, Middleton & Rochdale",0845 120 2093,www.helpwithrent.org.uk,,,,,,,,,,,,,,
money,,,Help with Rent and Advice,Brentwood Day Centre,"Long Street, Middleton","Heywood, Middleton & Rochdale",0161 655 4062,www.brentwoodmdc.org,,"info@brentwoodmdc,org",,,,,,,,,,,,
money,,,Help with Rent and Advice,Riverside Housing Association,"Lingmell Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appointment only on 0345 111 0000 open 24hrs,Appoinment only,,,,,,,,,,
money,,,Homeless,Crisis,London based.,Nationwide,0300 636 1967,www.crisis.org.uk,,enquiries@crisis.org.uk,,,,,,,,,,,,
money,,,Homeless,Shelter,,Nationwide,0300 330 1234,www.shelter.org.uk,,info@shelter.org.uk,Also on 0808 800 4444,,,,,,,,,,,
money,,,Homeless,Petrus,64 Long Street Middleton,"Heywood, Middleton & Rochdale",0161 654 8279,www.petrus.org.uk,,petrus@petrus.org.uk,,,,,,,,,,,,
money,,,Homeless,Brentwood Day Centre,115 Long Street Middleton,"Heywood, Middleton & Rochdale",0161 655 4062,www.brentwoodmdc.org,,info@brentwoodmdc.org,,Mon - Fri,,,,,,,,,,
money,,,Homeless & need a meal,Brentwood Day Centre,115 Long Street Middleton,"Heywood, Middleton & Rochdale",0161 655 4062,www.brentwoodmdc.org,,info@brentwoodmdc.org,,Mornings Only,,,,,,,,,,
money,,,Housing,RBH Rochdale Borughwide Housing,"St Alban's House, Drake St. Rochdale","Heywood, Middleton & Rochdale",0800 027 7769,www.rbh.org.uk,,,Also at 0300 303 8548,,,,,,,,,,,
money,,,Housing,RBH Rochdale Borughwide Housing,"St Alban's House, Drake St. Rochdale","Heywood, Middleton, Rochdale",0300 303 8875,www.rbh.org.uk/homelessness-services,,,Emergency out of hours services,,,,,,,,,,,
money,,,Housing,Riverside Housing Association,"Lingmel Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appointment only on 0345 111 0000 open 24hrs,Appoinment only,,,,,,,,,,
money,,,Housing,Anchor Housing,,Nationwide,0808 102 4070,www.anchor.org.uk,,,Fill in the online form on their website,,,,,,,,,,,
money,,,Money Advice,Riverside Housing Association,"Riverside. Lingmell Close, Langley, Middleton",Langley Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,By appointment only on 0345 111 0000 open 24hrs,,,,,,,,,,,
money,,,Money Advise,The Money Advice Service,,Nationwide,0300 500 5000,www.moneyadviceservice.org.uk ,,,,,,,,,,,,,,
money,,,Money Advise,Turn2us,,Nationwide,0808 802 2000,www.turn2us.org.uk ,,,,,,,,,,,,,,
money,,,Money Advise & Help,Financial Inclusion Champions,"Rochdale Council, Number One, Riverside, Smith Street, Rochdale","Heywood, Middleton, Rochdale",01706 925 919,www.rochdale.gov.uk/communitychampions,,,,,,,,,,,,,,
money,,,Money Help,Manchester Credit Union,"Riverside Housing. Lingmell Close, Langley, Middleton",Langley Tenants,0161 231 5222,www.manchestercreditunion.co.uk ,,,By appointment only on 0345 111 0000 open 24hrs,Appoinment only,,,,,,,,,,
money,,,Money help / Money Smart,Langley Library,Windermere Rd Langley Middleton,"Heywood, Middleton, Rochdale",0161 654 8911,langley.library@rochdale.gov.uk,,,,,,,,,,,,,,
money,,,Money Matters,The Lighthouse Project,2nd Floor Middleton Shopping Centre,"Heywood, Middleton & Rochdale",0161 643 1163,www.lighthouseproject.org.uk,,info@lighthouseproject.org.uk,,,,,,,,,,,,
money,,,Universal Credit,Universal Credit,,Nationwide,,www.gov.uk/apply-universal-credit,dailyjobseeker.tumblr.com,,gov.uk/openingupwork,,,,,,,,,,,
serices,help,,Citizen's Advice,Rochdale Citizen's Advice Bureau,"Middleton Library,  Long Street, Middleton","Heywood, Middleton & Rochdale",0344 488 9622,www.rochdalecab.org.uk,,,By appointment only.,Mon -Fri  9am - 4pm,,,,,,,,,,
serices,help,,Citizen's Advice,CAB Rochdale @ Middleton Library,"Sure Start, Windermere Road, Langley, Middleton","Heywood, Middleton & Rochdale",01706 927 101,,,,By appointment only.,,,,,,,,,,,
serices,help,,Citizen's Advice,CAB Rochdale @ Sure Start Langley,Royal Oldham Hospital Rochdale Road Oldham,Middleton,0161 653 9526,,,,By appointment only.,,,,,,,,,,,
serices,help,,Health Services,"Heywood,Middleton & Rochdale CCG","3rd Floor, Number One Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 652 853,,,,,,,,,,,,,,,
serices,help,,Health Services,Healthwatch,"Unique Enterprise Centre, Belfield Road, Rochdale","Heywood, Middleton & Rochdale",01706 249 575,www.healthwatchrochdale.org.uk,,,,,,,,,,,,,,
